D6Mit192,0,,,,,,,,,,,,,,,,,,
D6Mit196,0,,,,,,,,,,,,,,,,,,
D6Mit199,0,,,,,,,,,,,,,,,,,,
D6Mit200,0,,,,,,,,,,,,,,,,,,
D6Mit201,0,,,,,,,,,,,,,,,,,,
D6Mit206,0,,,,,,,,,,,,,,,,,,
D6Mit209,0,,,,,,,,,,,,,,,,,,
D6Mit212,0,,,,,,,,,,,,,,,,,,
D7Mit101,0,,,,,,,,,,,,,,,,,,
D7Mit102,0,,,,,,,,,,,,,,,,,,
D7Mit103,0,,,,,,,,,,,,,,,,,,
D7Mit104,0,,,,,,,,,,,,,,,,,,
D7Mit108,0,,,,,,,,,,,,,,,,,,
D7Mit109,0,,,,,,,,,,,,,,,,,,
D7Mit116,0,,,,,,,,,,,,,,,,,,
D7Mit133,0,,,,,,,,,,,,,,,,,,
D7Mit134,0,,,,,,,,,,,,,,,,,,
D7Mit136,0,,,,,,,,,,,,,,,,,,
D7Mit139,0,,,,,,,,,,,,,,,,,,
D7Mit140,0,,,,,,,,,,,,,,,,,,
D7Mit141,0,,,,,,,,,,,,,,,,,,
D7Mit147,0,,,,,,,,,,,,,,,,,,
D7Mit149,0,,,,,,,,,,,,,,,,,,
D7Mit150,0,,,,,,,,,,,,,,,,,,
D7Mit151,0,,,,,,,,,,,,,,,,,,
D7Mit155,0,,,,,,,,,,,,,,,,,,
D7Mit158,0,,,,,,,,,,,,,,,,,,
D7Mit171,0,,,,,,,,,,,,,,,,,,
D7Mit175,0,,,,,,,,,,,,,,,,,,
D7Mit177,0,,,,,,,,,,,,,,,,,,
D7Mit182,0,,,,,,,,,,,,,,,,,,
D7Mit184,0,,,,,,,,,,,,,,,,,,
D7Mit186,D7Mit186a,,,,,,,,,,,,,,,,,,
D7Mit193,0,,,,,,,,,,,,,,,,,,
D7Mit195,0,,,,,,,,,,,,,,,,,,
D7Mit200,0,,,,,,,,,,,,,,,,,,
D7Mit205,0,,,,,,,,,,,,,,,,,,
D7Mit207,0,,,,,,,,,,,,,,,,,,
D7Mit210,0,,,,,,,,,,,,,,,,,,
D6Mit1000,D7Mit215,,,,,,,,,,,,,,,,,,
D7Mit216,0,,,,,,,,,,,,,,,,,,
D2Mit1009,D7Mit221,,,,,,,,,,,,,,,,,,
D7Mit222,0,,,,,,,,,,,,,,,,,,
D8Mit100,0,,,,,,,,,,,,,,,,,,
D8Mit106,0,,,,,,,,,,,,,,,,,,
D8Mit109,0,,,,,,,,,,,,,,,,,,
D8Mit110,0,,,,,,,,,,,,,,,,,,
D8Mit111,0,,,,,,,,,,,,,,,,,,
D8Mit113,0,,,,,,,,,,,,,,,,,,
D8Mit117,0,,,,,,,,,,,,,,,,,,
D8Mit122,0,,,,,,,,,,,,,,,,,,
D8Mit125,0,,,,,,,,,,,,,,,,,,
D8Mit126,0,,,,,,,,,,,,,,,,,,
D8Mit127,0,,,,,,,,,,,,,,,,,,
D8Mit130,0,,,,,,,,,,,,,,,,,,
D8Mit137,0,,,,,,,,,,,,,,,,,,
D8Mit138,0,,,,,,,,,,,,,,,,,,
D8Mit139,0,,,,,,,,,,,,,,,,,,
D8Mit148,0,,,,,,,,,,,,,,,,,,
D8Mit151,0,,,,,,,,,,,,,,,,,,
D8Mit152,0,,,,,,,,,,,,,,,,,,
D8Mit156,0,,,,,,,,,,,,,,,,,,
D8Mit162,0,,,,,,,,,,,,,,,,,,
D8Mit165,0,,,,,,,,,,,,,,,,,,
D8Mit169,0,,,,,,,,,,,,,,,,,,
D8Mit182,0,,,,,,,,,,,,,,,,,,
D8Mit183,0,,,,,,,,,,,,,,,,,,
D8Mit185,0,,,,,,,,,,,,,,,,,,
D8Mit186,0,,,,,,,,,,,,,,,,,,
D8Mit188,0,,,,,,,,,,,,,,,,,,
D8Mit189,0,,,,,,,,,,,,,,,,,,
D8Mit191,0,,,,,,,,,,,,,,,,,,
D8Mit192,0,,,,,,,,,,,,,,,,,,
D8Mit198,0,,,,,,,,,,,,,,,,,,
D8Mit200,0,,,,,,,,,,,,,,,,,,
D8Mit201,0,,,,,,,,,,,,,,,,,,
D9Mit100,0,,,,,,,,,,,,,,,,,,
D9Mit105,0,,,,,,,,,,,,,,,,,,
D9Mit115,0,,,,,,,,,,,,,,,,,,
D9Mit117,0,,,,,,,,,,,,,,,,,,
D9Mit118,0,,,,,,,,,,,,,,,,,,
D9Mit120,0,,,,,,,,,,,,,,,,,,
D9Mit128,0,,,,,,,,,,,,,,,,,,
D9Mit130,0,,,,,,,,,,,,,,,,,,
D9Mit133,0,,,,,,,,,,,,,,,,,,
D9Mit137,0,,,,,,,,,,,,,,,,,,
D9Mit140,0,,,,,,,,,,,,,,,,,,
D9Mit141,0,,,,,,,,,,,,,,,,,,
D9Mit143,0,,,,,,,,,,,,,,,,,,
D9Mit144,0,,,,,,,,,,,,,,,,,,
D9Mit150,0,,,,,,,,,,,,,,,,,,
D9Mit151,0,,,,,,,,,,,,,,,,,,
D9Mit152,0,,,,,,,,,,,,,,,,,,
D9Mit154,0,,,,,,,,,,,,,,,,,,
D9Mit157,0,,,,,,,,,,,,,,,,,,
D9Mit164,0,,,,,,,,,,,,,,,,,,
D9Mit169,0,,,,,,,,,,,,,,,,,,
D9Mit175,0,,,,,,,,,,,,,,,,,,
D9Mit177a,D9Mit177,,,,,,,,,,,,,,,,,,
D9Mit181,0,,,,,,,,,,,,,,,,,,
D9Mit182,0,,,,,,,,,,,,,,,,,,
D9Mit199,0,,,,,,,,,,,,,,,,,,
DXMit100,0,,,,,,,,,,,,,,,,,,
DXMit104,0,,,,,,,,,,,,,,,,,,
DXMit109,0,,,,,,,,,,,,,,,,,,
DXMit113a,DXMit113,,,,,,,,,,,,,,,,,,
DXMit114,0,,,,,,,,,,,,,,,,,,
DXMit116,0,,,,,,,,,,,,,,,,,,
DXMit117,0,,,,,,,,,,,,,,,,,,
DXMit121,0,,,,,,,,,,,,,,,,,,
DXMit186,0,,,,,,,,,,,,,,,,,,
DXMit182,0,,,,,,,,,,,,,,,,,,
DXMit180,0,,,,,,,,,,,,,,,,,,
DXMit178,0,,,,,,,,,,,,,,,,,,
DXMit176,0,,,,,,,,,,,,,,,,,,
DXMit175,0,,,,,,,,,,,,,,,,,,
DXMit174,0,,,,,,,,,,,,,,,,,,
DXMit170,0,,,,,,,,,,,,,,,,,,
DXMit157,0,,,,,,,,,,,,,,,,,,
DXMit150,0,,,,,,,,,,,,,,,,,,
DXMit143,0,,,,,,,,,,,,,,,,,,
DXMit140,0,,,,,,,,,,,,,,,,,,
DXMit135,0,,,,,,,,,,,,,,,,,,
DXMit132,0,,,,,,,,,,,,,,,,,,
DXMit129,0,,,,,,,,,,,,,,,,,,
DXMit128,0,,,,,,,,,,,,,,,,,,
DXMit126,0,,,,,,,,,,,,,,,,,,
D9Mit293,0,,,,,,,,,,,,,,,,,,
D9Mit290,0,,,,,,,,,,,,,,,,,,
D9Mit289,0,,,,,,,,,,,,,,,,,,
D9Mit286,0,,,,,,,,,,,,,,,,,,
D9Mit285,0,,,,,,,,,,,,,,,,,,
D9Mit281,0,,,,,,,,,,,,,,,,,,
D9Mit280,0,,,,,,,,,,,,,,,,,,
D9Mit279,0,,,,,,,,,,,,,,,,,,
D9Mit278,0,,,,,,,,,,,,,,,,,,
D9Mit277,0,,,,,,,,,,,,,,,,,,
D9Mit276,0,,,,,,,,,,,,,,,,,,
D9Mit272,0,,,,,,,,,,,,,,,,,,
D9Mit271,0,,,,,,,,,,,,,,,,,,
D9Mit270,0,,,,,,,,,,,,,,,,,,
D9Mit266,0,,,,,,,,,,,,,,,,,,
D9Mit264,0,,,,,,,,,,,,,,,,,,
D9Mit263,0,,,,,,,,,,,,,,,,,,
D9Mit261,0,,,,,,,,,,,,,,,,,,
D9Mit259,0,,,,,,,,,,,,,,,,,,
D9Mit256,0,,,,,,,,,,,,,,,,,,
D9Mit253,0,,,,,,,,,,,,,,,,,,
D9Mit247,0,,,,,,,,,,,,,,,,,,
D9Mit245,0,,,,,,,,,,,,,,,,,,
D9Mit242,0,,,,,,,,,,,,,,,,,,
D9Mit239,0,,,,,,,,,,,,,,,,,,
D9Mit230,0,,,,,,,,,,,,,,,,,,
D9Mit227,0,,,,,,,,,,,,,,,,,,
D9Mit215,0,,,,,,,,,,,,,,,,,,
D9Mit214,0,,,,,,,,,,,,,,,,,,
D9Mit205,0,,,,,,,,,,,,,,,,,,
D8Mit284,0,,,,,,,,,,,,,,,,,,
D8Mit281,0,,,,,,,,,,,,,,,,,,
D8Mit280,0,,,,,,,,,,,,,,,,,,
D8Mit277,0,,,,,,,,,,,,,,,,,,
D8Mit275,0,,,,,,,,,,,,,,,,,,
D8Mit274,0,,,,,,,,,,,,,,,,,,
D8Mit271,0,,,,,,,,,,,,,,,,,,
D8Mit270,0,,,,,,,,,,,,,,,,,,
D8Mit264,0,,,,,,,,,,,,,,,,,,
D8Mit262,0,,,,,,,,,,,,,,,,,,
D8Mit259,0,,,,,,,,,,,,,,,,,,
D8Mit252,0,,,,,,,,,,,,,,,,,,
D8Mit251,0,,,,,,,,,,,,,,,,,,
D8Mit250,0,,,,,,,,,,,,,,,,,,
D8Mit246,0,,,,,,,,,,,,,,,,,,
D8Mit244,0,,,,,,,,,,,,,,,,,,
D8Mit242,0,,,,,,,,,,,,,,,,,,
D8Mit241,0,,,,,,,,,,,,,,,,,,
D8Mit240,0,,,,,,,,,,,,,,,,,,
D8Mit239,0,,,,,,,,,,,,,,,,,,
D8Mit236,0,,,,,,,,,,,,,,,,,,
D8Mit233,0,,,,,,,,,,,,,,,,,,
D8Mit232,0,,,,,,,,,,,,,,,,,,
D8Mit231,0,,,,,,,,,,,,,,,,,,
D8Mit230,0,,,,,,,,,,,,,,,,,,
D8Mit229,0,,,,,,,,,,,,,,,,,,
D8Mit228,0,,,,,,,,,,,,,,,,,,
D8Mit227,0,,,,,,,,,,,,,,,,,,
D8Mit213,0,,,,,,,,,,,,,,,,,,
D8Mit211,0,,,,,,,,,,,,,,,,,,
D8Mit205,0,,,,,,,,,,,,,,,,,,
D8Mit204,0,,,,,,,,,,,,,,,,,,
D7Mit304,0,,,,,,,,,,,,,,,,,,
D7Mit301,0,,,,,,,,,,,,,,,,,,
D7Mit300,0,,,,,,,,,,,,,,,,,,
D7Mit288,0,,,,,,,,,,,,,,,,,,
D7Mit287,0,,,,,,,,,,,,,,,,,,
D7Mit285,0,,,,,,,,,,,,,,,,,,
D7Mit281,0,,,,,,,,,,,,,,,,,,
D7Mit276,0,,,,,,,,,,,,,,,,,,
D7Mit274,0,,,,,,,,,,,,,,,,,,
D7Mit270,0,,,,,,,,,,,,,,,,,,
D7Mit267,0,,,,,,,,,,,,,,,,,,
D7Mit261,0,,,,,,,,,,,,,,,,,,
D7Mit260,0,,,,,,,,,,,,,,,,,,
D7Mit255,0,,,,,,,,,,,,,,,,,,
D7Mit242,0,,,,,,,,,,,,,,,,,,
D7Mit233,0,,,,,,,,,,,,,,,,,,
D7Mit230,0,,,,,,,,,,,,,,,,,,
D7Mit228,0,,,,,,,,,,,,,,,,,,
D7Mit227,0,,,,,,,,,,,,,,,,,,
D7Mit226,0,,,,,,,,,,,,,,,,,,
D6Mit304,0,,,,,,,,,,,,,,,,,,
D6Mit301,0,,,,,,,,,,,,,,,,,,
D6Mit300,0,,,,,,,,,,,,,,,,,,
D6Mit296,0,,,,,,,,,,,,,,,,,,
D6Mit295,0,,,,,,,,,,,,,,,,,,
D6Mit294,0,,,,,,,,,,,,,,,,,,
D6Mit292,0,,,,,,,,,,,,,,,,,,
D6Mit291,0,,,,,,,,,,,,,,,,,,
D6Mit289,0,,,,,,,,,,,,,,,,,,
D6Mit287,0,,,,,,,,,,,,,,,,,,
D6Mit284,0,,,,,,,,,,,,,,,,,,
D6Mit282,0,,,,,,,,,,,,,,,,,,
D6Mit280,0,,,,,,,,,,,,,,,,,,
D6Mit278,0,,,,,,,,,,,,,,,,,,
D6Mit277,0,,,,,,,,,,,,,,,,,,
D6Mit273,0,,,,,,,,,,,,,,,,,,
D6Mit271,0,,,,,,,,,,,,,,,,,,
D6Mit269,0,,,,,,,,,,,,,,,,,,
D6Mit262,0,,,,,,,,,,,,,,,,,,
D6Mit258,0,,,,,,,,,,,,,,,,,,
D6Mit252,0,,,,,,,,,,,,,,,,,,
D6Mit245,0,,,,,,,,,,,,,,,,,,
D6Mit244,0,,,,,,,,,,,,,,,,,,
D6Mit243,0,,,,,,,,,,,,,,,,,,
D6Mit241,0,,,,,,,,,,,,,,,,,,
D6Mit231,0,,,,,,,,,,,,,,,,,,
D6Mit230,0,,,,,,,,,,,,,,,,,,
D6Mit229,0,,,,,,,,,,,,,,,,,,
D6Mit224,0,,,,,,,,,,,,,,,,,,
D6Mit223,0,,,,,,,,,,,,,,,,,,
D5Mit341,0,,,,,,,,,,,,,,,,,,
D5Mit339,0,,,,,,,,,,,,,,,,,,
D5Mit338,0,,,,,,,,,,,,,,,,,,
D5Mit334,0,,,,,,,,,,,,,,,,,,
D5Mit329,0,,,,,,,,,,,,,,,,,,
D5Mit328,0,,,,,,,,,,,,,,,,,,
D5Mit326,0,,,,,,,,,,,,,,,,,,
D5Mit324,0,,,,,,,,,,,,,,,,,,
D5Mit320,0,,,,,,,,,,,,,,,,,,
D5Mit319,0,,,,,,,,,,,,,,,,,,
D5Mit318,0,,,,,,,,,,,,,,,,,,
D5Mit317,0,,,,,,,,,,,,,,,,,,
D5Mit315,0,,,,,,,,,,,,,,,,,,
D5Mit314,0,,,,,,,,,,,,,,,,,,
D5Mit312,0,,,,,,,,,,,,,,,,,,
D5Mit309,0,,,,,,,,,,,,,,,,,,
D5Mit308,0,,,,,,,,,,,,,,,,,,
D5Mit307,0,,,,,,,,,,,,,,,,,,
D5Mit305,D5Mit305.1,,,,,,,,,,,,,,,,,,
D5Mit302,0,,,,,,,,,,,,,,,,,,
D5Mit300,0,,,,,,,,,,,,,,,,,,
D5Mit298,0,,,,,,,,,,,,,,,,,,
D5Mit292,0,,,,,,,,,,,,,,,,,,
D5Mit287,0,,,,,,,,,,,,,,,,,,
D5Mit284,0,,,,,,,,,,,,,,,,,,
D5Mit282,0,,,,,,,,,,,,,,,,,,
D5Mit281,0,,,,,,,,,,,,,,,,,,
D5Mit278,0,,,,,,,,,,,,,,,,,,
D5Mit274,0,,,,,,,,,,,,,,,,,,
D5Mit267,0,,,,,,,,,,,,,,,,,,
D5Mit264,0,,,,,,,,,,,,,,,,,,
D5Mit263,0,,,,,,,,,,,,,,,,,,
D5Mit261,0,,,,,,,,,,,,,,,,,,
D5Mit255,0,,,,,,,,,,,,,,,,,,
D4Mit290,0,,,,,,,,,,,,,,,,,,
D4Mit289,0,,,,,,,,,,,,,,,,,,
D4Mit287,0,,,,,,,,,,,,,,,,,,
D4Mit286,0,,,,,,,,,,,,,,,,,,
D4Mit284,0,,,,,,,,,,,,,,,,,,
D4Mit281,0,,,,,,,,,,,,,,,,,,
D4Mit278,0,,,,,,,,,,,,,,,,,,
D4Mit277,0,,,,,,,,,,,,,,,,,,
D4Mit276,0,,,,,,,,,,,,,,,,,,
D4Mit274,0,,,,,,,,,,,,,,,,,,
D4Mit273,0,,,,,,,,,,,,,,,,,,
D4Mit272,0,,,,,,,,,,,,,,,,,,
D4Mit270,0,,,,,,,,,,,,,,,,,,
D4Mit269,0,,,,,,,,,,,,,,,,,,
D4Mit258,0,,,,,,,,,,,,,,,,,,
D4Mit257,0,,,,,,,,,,,,,,,,,,
D4Mit254,0,,,,,,,,,,,,,,,,,,
D4Mit253,0,,,,,,,,,,,,,,,,,,
D4Mit252,0,,,,,,,,,,,,,,,,,,
D4Mit251,0,,,,,,,,,,,,,,,,,,
D4Mit250a,D4Mit250,,,,,,,,,,,,,,,,,,
D4Mit249,0,,,,,,,,,,,,,,,,,,
D4Mit248,0,,,,,,,,,,,,,,,,,,
D4Mit241,0,,,,,,,,,,,,,,,,,,
D4Mit238,0,,,,,,,,,,,,,,,,,,
D4Mit237a,D4Mit237,,,,,,,,,,,,,,,,,,
D4Mit236,0,,,,,,,,,,,,,,,,,,
D4Mit231,0,,,,,,,,,,,,,,,,,,
D4Mit229,0,,,,,,,,,,,,,,,,,,
D4Mit228,0,,,,,,,,,,,,,,,,,,
D3Mit295,0,,,,,,,,,,,,,,,,,,
D3Mit293,0,,,,,,,,,,,,,,,,,,
D3Mit292,0,,,,,,,,,,,,,,,,,,
D3Mit286,0,,,,,,,,,,,,,,,,,,
D3Mit284,0,,,,,,,,,,,,,,,,,,
D3Mit282,0,,,,,,,,,,,,,,,,,,
D3Mit280,0,,,,,,,,,,,,,,,,,,
D3Mit278,0,,,,,,,,,,,,,,,,,,
D3Mit277,0,,,,,,,,,,,,,,,,,,
D3Mit275,0,,,,,,,,,,,,,,,,,,
D3Mit274,0,,,,,,,,,,,,,,,,,,
D3Mit273,0,,,,,,,,,,,,,,,,,,
D3Mit262,0,,,,,,,,,,,,,,,,,,
D3Mit261,0,,,,,,,,,,,,,,,,,,
D3Mit259,0,,,,,,,,,,,,,,,,,,
D3Mit258,0,,,,,,,,,,,,,,,,,,
D3Mit255,0,,,,,,,,,,,,,,,,,,
D3Mit252,0,,,,,,,,,,,,,,,,,,
D3Mit250,0,,,,,,,,,,,,,,,,,,
D3Mit245,0,,,,,,,,,,,,,,,,,,
D3Mit244,0,,,,,,,,,,,,,,,,,,
D3Mit241,0,,,,,,,,,,,,,,,,,,
D3Mit239,0,,,,,,,,,,,,,,,,,,
D3Mit238,0,,,,,,,,,,,,,,,,,,
D3Mit234,0,,,,,,,,,,,,,,,,,,
D3Mit233,0,,,,,,,,,,,,,,,,,,
D3Mit228,0,,,,,,,,,,,,,,,,,,
D3Mit222,0,,,,,,,,,,,,,,,,,,
D2Mit424,0,,,,,,,,,,,,,,,,,,
D2Mit423,0,,,,,,,,,,,,,,,,,,
D2Mit422,0,,,,,,,,,,,,,,,,,,
D2Mit420,0,,,,,,,,,,,,,,,,,,
D2Mit417,0,,,,,,,,,,,,,,,,,,
D2Mit416,0,,,,,,,,,,,,,,,,,,
D2Mit411,0,,,,,,,,,,,,,,,,,,
D2Mit409,0,,,,,,,,,,,,,,,,,,
D2Mit408,0,,,,,,,,,,,,,,,,,,
D2Mit403,0,,,,,,,,,,,,,,,,,,
D2Mit400,0,,,,,,,,,,,,,,,,,,
D2Mit398,0,,,,,,,,,,,,,,,,,,
D2Mit396,0,,,,,,,,,,,,,,,,,,
D2Mit395,0,,,,,,,,,,,,,,,,,,
D2Mit390,0,,,,,,,,,,,,,,,,,,
D2Mit383,0,,,,,,,,,,,,,,,,,,
D2Mit382,0,,,,,,,,,,,,,,,,,,
D2Mit381,0,,,,,,,,,,,,,,,,,,
D2Mit380,0,,,,,,,,,,,,,,,,,,
D2Mit376,0,,,,,,,,,,,,,,,,,,
D2Mit374,0,,,,,,,,,,,,,,,,,,
D2Mit372,0,,,,,,,,,,,,,,,,,,
D2Mit370,0,,,,,,,,,,,,,,,,,,
D2Mit368,0,,,,,,,,,,,,,,,,,,
D2Mit367,0,,,,,,,,,,,,,,,,,,
D2Mit364,0,,,,,,,,,,,,,,,,,,
D2Mit354,0,,,,,,,,,,,,,,,,,,
D2Mit353,0,,,,,,,,,,,,,,,,,,
D2Mit349,0,,,,,,,,,,,,,,,,,,
D2Mit346,0,,,,,,,,,,,,,,,,,,
D2Mit345,0,,,,,,,,,,,,,,,,,,
D2Mit343,0,,,,,,,,,,,,,,,,,,
D2Mit342,0,,,,,,,,,,,,,,,,,,
D2Mit339,0,,,,,,,,,,,,,,,,,,
D2Mit338,0,,,,,,,,,,,,,,,,,,
D2Mit337,0,,,,,,,,,,,,,,,,,,
D2Mit333,0,,,,,,,,,,,,,,,,,,
D2Mit328,0,,,,,,,,,,,,,,,,,,
D2Mit324,0,,,,,,,,,,,,,,,,,,
D2Mit322,0,,,,,,,,,,,,,,,,,,
D2Mit321,0,,,,,,,,,,,,,,,,,,
D2Mit318,0,,,,,,,,,,,,,,,,,,
D2Mit311,0,,,,,,,,,,,,,,,,,,
D2Mit309,0,,,,,,,,,,,,,,,,,,
D2Mit307,0,,,,,,,,,,,,,,,,,,
D2Mit304,0,,,,,,,,,,,,,,,,,,
D2Mit296,0,,,,,,,,,,,,,,,,,,
D2Mit295,0,,,,,,,,,,,,,,,,,,
D2Mit294,0,,,,,,,,,,,,,,,,,,
D19Mit94,0,,,,,,,,,,,,,,,,,,
D19Mit78,0,,,,,,,,,,,,,,,,,,
D19Mit77,0,,,,,,,,,,,,,,,,,,
D1Mit425,0,,,,,,,,,,,,,,,,,,
D1Mit417,0,,,,,,,,,,,,,,,,,,
D1Mit415,0,,,,,,,,,,,,,,,,,,
D1Mit412,0,,,,,,,,,,,,,,,,,,
D1Mit411,0,,,,,,,,,,,,,,,,,,
D1Mit410,0,,,,,,,,,,,,,,,,,,
D1Mit401,0,,,,,,,,,,,,,,,,,,
D1Mit400,0,,,,,,,,,,,,,,,,,,
D1Mit399,0,,,,,,,,,,,,,,,,,,
D1Mit396,0,,,,,,,,,,,,,,,,,,
D1Mit391,0,,,,,,,,,,,,,,,,,,
D1Mit386,0,,,,,,,,,,,,,,,,,,
D1Mit385,0,,,,,,,,,,,,,,,,,,
D1Mit384,0,,,,,,,,,,,,,,,,,,
D1Mit381a,D1Mit381,,,,,,,,,,,,,,,,,,
D1Mit374,0,,,,,,,,,,,,,,,,,,
D1Mit373,0,,,,,,,,,,,,,,,,,,
D1Mit372a,D1Mit1019,D1Mit372,,,,,,,,,,,,,,,,,
D1Mit370,0,,,,,,,,,,,,,,,,,,
D1Mit369,0,,,,,,,,,,,,,,,,,,
D1Mit366,0,,,,,,,,,,,,,,,,,,
D1Mit365,0,,,,,,,,,,,,,,,,,,
D1Mit363,0,,,,,,,,,,,,,,,,,,
D1Mit354,0,,,,,,,,,,,,,,,,,,
D1Mit353,0,,,,,,,,,,,,,,,,,,
D1Mit352,0,,,,,,,,,,,,,,,,,,
D1Mit350,0,,,,,,,,,,,,,,,,,,
D1Mit348,0,,,,,,,,,,,,,,,,,,
D1Mit345,0,,,,,,,,,,,,,,,,,,
D1Mit338,0,,,,,,,,,,,,,,,,,,
D1Mit336,0,,,,,,,,,,,,,,,,,,
D1Mit334,0,,,,,,,,,,,,,,,,,,
D1Mit333,0,,,,,,,,,,,,,,,,,,
D1Mit332,0,,,,,,,,,,,,,,,,,,
D1Mit331,0,,,,,,,,,,,,,,,,,,
D1Mit330,0,,,,,,,,,,,,,,,,,,
D1Mit328,0,,,,,,,,,,,,,,,,,,
D1Mit325,0,,,,,,,,,,,,,,,,,,
D1Mit324,0,,,,,,,,,,,,,,,,,,
D1Mit322,0,,,,,,,,,,,,,,,,,,
D1Mit320,0,,,,,,,,,,,,,,,,,,
D1Mit318,0,,,,,,,,,,,,,,,,,,
D1Mit314,0,,,,,,,,,,,,,,,,,,
D1Mit306,0,,,,,,,,,,,,,,,,,,
D1Mit305,0,,,,,,,,,,,,,,,,,,
D1Mit298,0,,,,,,,,,,,,,,,,,,
D1Mit430,0,,,,,,,,,,,,,,,,,,
D1Mit431,0,,,,,,,,,,,,,,,,,,
D1Mit432,0,,,,,,,,,,,,,,,,,,
D1Mit433,0,,,,,,,,,,,,,,,,,,
D1Mit439,0,,,,,,,,,,,,,,,,,,
D1Mit440,0,,,,,,,,,,,,,,,,,,
D1Mit441,0,,,,,,,,,,,,,,,,,,
D1Mit453,0,,,,,,,,,,,,,,,,,,
D1Mit456,0,,,,,,,,,,,,,,,,,,
D2Mit433,0,,,,,,,,,,,,,,,,,,
D2Mit434,0,,,,,,,,,,,,,,,,,,
D2Mit435,0,,,,,,,,,,,,,,,,,,
D2Mit436,0,,,,,,,,,,,,,,,,,,
D2Mit443,0,,,,,,,,,,,,,,,,,,
D2Mit444,0,,,,,,,,,,,,,,,,,,
D2Mit447,0,,,,,,,,,,,,,,,,,,
D2Mit448,0,,,,,,,,,,,,,,,,,,
D2Mit449,0,,,,,,,,,,,,,,,,,,
D2Mit450,0,,,,,,,,,,,,,,,,,,
D2Mit451,0,,,,,,,,,,,,,,,,,,
D2Mit453,0,,,,,,,,,,,,,,,,,,
D2Mit455,0,,,,,,,,,,,,,,,,,,
D2Mit456,0,,,,,,,,,,,,,,,,,,
D3Mit305,0,,,,,,,,,,,,,,,,,,
D4Mit295,0,,,,,,,,,,,,,,,,,,
D4Mit297,0,,,,,,,,,,,,,,,,,,
D4Mit298,0,,,,,,,,,,,,,,,,,,
D4Mit299,0,,,,,,,,,,,,,,,,,,
D4Mit300,0,,,,,,,,,,,,,,,,,,
D4Mit302,0,,,,,,,,,,,,,,,,,,
D4Mit303,0,,,,,,,,,,,,,,,,,,
D4Mit304,0,,,,,,,,,,,,,,,,,,
D4Mit306,0,,,,,,,,,,,,,,,,,,
D4Mit309,0,,,,,,,,,,,,,,,,,,
D4Mit310,0,,,,,,,,,,,,,,,,,,
D4Mit313,0,,,,,,,,,,,,,,,,,,
D5Mit350,0,,,,,,,,,,,,,,,,,,
D5Mit354,0,,,,,,,,,,,,,,,,,,
D5Mit357,0,,,,,,,,,,,,,,,,,,
D5Mit364,0,,,,,,,,,,,,,,,,,,
D5Mit365,0,,,,,,,,,,,,,,,,,,
D5Mit366,0,,,,,,,,,,,,,,,,,,
D5Mit367,0,,,,,,,,,,,,,,,,,,
D5Mit368,0,,,,,,,,,,,,,,,,,,
D5Mit369,0,,,,,,,,,,,,,,,,,,
D5Mit372,0,,,,,,,,,,,,,,,,,,
D5Mit374,0,,,,,,,,,,,,,,,,,,
D5Mit375,0,,,,,,,,,,,,,,,,,,
D5Mit376,0,,,,,,,,,,,,,,,,,,
D5Mit377,0,,,,,,,,,,,,,,,,,,
D5Mit378,0,,,,,,,,,,,,,,,,,,
D6Mit309,0,,,,,,,,,,,,,,,,,,
D6Mit310,0,,,,,,,,,,,,,,,,,,
D6Mit311,0,,,,,,,,,,,,,,,,,,
D6Mit316,0,,,,,,,,,,,,,,,,,,
D6Mit322,0,,,,,,,,,,,,,,,,,,
D6Mit323,0,,,,,,,,,,,,,,,,,,
D6Mit325,0,,,,,,,,,,,,,,,,,,
D6Mit326,0,,,,,,,,,,,,,,,,,,
D6Mit328,0,,,,,,,,,,,,,,,,,,
D6Mit329,0,,,,,,,,,,,,,,,,,,
D6Mit331,0,,,,,,,,,,,,,,,,,,
D6Mit330,0,,,,,,,,,,,,,,,,,,
D6Mit339,0,,,,,,,,,,,,,,,,,,
D6Mit340,0,,,,,,,,,,,,,,,,,,
D7Mit311a,D7Mit311,,,,,,,,,,,,,,,,,,
D7Mit312,0,,,,,,,,,,,,,,,,,,
D7Mit313,0,,,,,,,,,,,,,,,,,,
D7Mit321,0,,,,,,,,,,,,,,,,,,
D7Mit326,0,,,,,,,,,,,,,,,,,,
D7Mit328,0,,,,,,,,,,,,,,,,,,
D7Mit330,0,,,,,,,,,,,,,,,,,,
D8Mit290,0,,,,,,,,,,,,,,,,,,
D8Mit291,0,,,,,,,,,,,,,,,,,,
D8Mit293,0,,,,,,,,,,,,,,,,,,
D8Mit296,0,,,,,,,,,,,,,,,,,,
D8Mit297,0,,,,,,,,,,,,,,,,,,
D8Mit298,0,,,,,,,,,,,,,,,,,,
D8Mit300,0,,,,,,,,,,,,,,,,,,
D8Mit302,0,,,,,,,,,,,,,,,,,,
D8Mit304,0,,,,,,,,,,,,,,,,,,
D8Mit307,0,,,,,,,,,,,,,,,,,,
D8Mit311,0,,,,,,,,,,,,,,,,,,
D8Mit313,0,,,,,,,,,,,,,,,,,,
D8Mit314,0,,,,,,,,,,,,,,,,,,
D8Mit318,0,,,,,,,,,,,,,,,,,,
D8Mit317,0,,,,,,,,,,,,,,,,,,
